xxx_1740438444	A	A	A	A	A	A	A
67		6	安卡希雅病号服			用每一次亲吻、每一次触碰、每一次和彼此的分享……来加固所有属于你和我的羁绊。	0
68		6	安卡希雅病号服			分享兴趣爱好的时刻，分享同一顿饭的时刻，还有……还有……	0
69		6	安卡希雅病号服			还有，分享彼此身体的时刻。	0
70		0				随着安卡希雅低吟如咒语般的声调，她的手也向下方探去。	0
71		9	安卡希雅病号服			再次邀请你，进入我的世界。	0
72		9	安卡希雅病号服			……进入我。	0
73		0				我将安卡希雅整个抱起来，随着一声轻呼，两个交缠的影子一起倾倒在床中间。	0
74		6	安卡希雅病号服			在你面前的安卡希雅——	0
75		6	安卡希雅病号服			可是熟知着两个时代里数不清的亲密契约缔结仪式！虽然……虽然只和你实践过。	0
76		6	安卡希雅病号服			但可别小看我。	0
77		0	分析员无帽			当然。	0
78		0				我爱惜地抚上她的身体。	0
79		0	分析员无帽			能与跨越时代而来的安卡希雅相恋，真是太好了。	0
80		0				柔软的被单下，安卡希雅从侧面攀了上来。	0
81		6	安卡希雅病号服			我也有一句话，其实在之前已经对你说过……在新星开拓建设蓝图岛的时候。	0
82		6	安卡希雅病号服			不过现在，我想在现实里再亲口对你说一次。	0
83		0				她趴在我的上方，撑起身体定定地看着我。	0
84		6	安卡希雅病号服			能在有你的这个时代醒来。	0
85		6	安卡希雅病号服			真的是，太好太好了。	0
86		6	安卡希雅病号服			再没有比这更好的事情了！	0
87		0				说完，她的身体再度靠了上来。	0
88		0				像冲破了时光的隔阂，与我严丝合缝地亲密相贴。	0
89		0				再也不会孤单。	0
