xxx_101326724	A	A	A	A	A	A	A
58		6	妮塔病号服			可我已经得到很多了……分析员的陪伴还有花不完「随心兑」……	0
59		6	妮塔病号服			《30天成为富豪》里还说过，贪婪者总是一贫如洗！	0
60		0				妮塔郁闷地坐回椅子上，手掌拖住半边脸颊。从苦闷的表情中可以看出她内心正蒙受着谴责。	0
b-3	b-3	0					0
61	b-3-1	0				开导妮塔	0
62		0				我单膝跪到她的身前，把她的双手裹在手心里，举至唇边，轻轻落下一吻。	0
63		0	分析员			那是因为人们总是染指自己不配拥有的东西。	0
64		0	分析员			但你得到的那些……姑且算作我的心意吧，在我看来都不算什么。	0
65		0	分析员			因为妮塔还值得拥有更好的，能让你幸福到心跳加速的东西。	0
66		0				抬头望去时，我在她泛着水光的眸中，撞见了自己的倒影。	0
67		6	妮塔病号服			分析员这么说的话……我有一点点想法了！	0
68		0				沉思片刻后，妮塔转身埋首于书桌前，笔尖在纸上飞舞，几乎要擦出火星。	0
69		0				很快，她就完成了画作并得意地举到了我的眼前。	0
70		0				从杂乱的笔触中，我勉强从中分辨出几个草率的圆形轮廓。	0
71		6	妮塔病号服			我想要的，就是这个啦！	0
72		0	分析员			所以，你是想要……	0
b-4	b-4	0					0
73	b-4-1	0				老式面饼	0
74	b-4-2	0				火腿肉饼	0
75		6	妮塔病号服			什么呀！这明明是黄金招财猫。	0
76		0				在妮塔严肃而又认真的注视下，我又仔细端详了这“杰作”片刻。	0
77		0				虽然还是看不出哪里像猫哪里像金子，不过既然她都这么说了……	0
78		0	分析员			啧，看来之前失败,还是因为东西不够有分量啊。妮塔的胃口真大。	0
79		6	妮塔病号服			分析员！你刚才说的话自己都忘了吗？	0
80		0	分析员			没忘没忘，如果得到它能让你很激动的话，我现在就去买回来。	0
81		0	分析员			所以，你是在哪家店见到它的？	0
82		6	妮塔病号服			呃……在梦里……	0
83		0	分析员			梦里？这就难办了……	0
84		0	分析员			要不你再详细描述下它的样子？要是靠你画的图去找……机会有些渺茫啊。	0
85		6	妮塔病号服			唔……它超级大！比我半个身子还高，圆滚滚的，得这样才能抱住。	0
86		0				妮塔张开双臂比划着，自然而然地拥抱上来，又亲昵地用脸蹭了蹭我的脖子。	0
87		6	妮塔病号服			不过手感就比分析员差多了……	0
88		0				趁我不备，妮塔大胆地戳了戳我的敏感处。	0
89		0	分析员			是吗？你要不要再仔细感受一下，这样能比较得清楚点？	0
90		0				就在我试图将逃走的妮塔捉回怀里时，突兀的敲门声响起。	0
91		9	卡罗琳			分析员，妮塔~我能进来吗？	0
92		9	卡罗琳			诶诶诶？我的头卡住了！	0
93		0				卡罗琳摇晃着脑袋，试图突破上方的掌控，但我还是小心翼翼地将她推了出去。	0
94		0	分析员			稍等一下，我和妮塔现在……不太方便。	0
95		9	卡罗琳			咦？！那……那我等会再来！	0
96		0	分析员			不用等会，进来吧，已经整理好了。	0
97		0				卡罗琳先是探了半个身子进来，左瞧右瞧，在确定没有异常后，她才咳嗽两声走了进来。	0
98		0				但看到我们有些凌乱的衣衫，她还是噗得一声涨红了脸。	0
99		6	卡罗琳			真是的，你们就不能注意点影响！	0
100		0	分析员			我也没想到小情报官会来啊，而且你是怎么知道我在妮塔房里的？	0
101		6	卡罗琳			到处找了你一圈都不见人，再加上你这段时间心思都扑在妮塔身上，我就合理推测一下咯~	0
102		5	妮塔病号服			哇，好厉害啊，卡罗琳。	0
103		4	卡罗琳			别夸别夸~不然我会骄傲的。我是来找分析员说点正事的。	0
104		4	卡罗琳			分析员，咱们和阴极科技的联合团建活动你还记得吗？	0
105		0	分析员			好像有点印象……就是让两边的员工去找藏起来的奖券，谁找到的奖券最多，就能把大奖抱回家？	0
106		4	卡罗琳			嗯嗯，是这样没错，不过那奖券现在叫「乐透卡」，老板取的名字。	0
107		4	卡罗琳			流程没啥问题的话，你记得审批通过，这样团建活动就算正式开始了。	0
108		0	分析员			我记得最后的大奖，是阴极科技那边负责准备对吧？	0
109		4	卡罗琳			对，而且会很值钱哦~毕竟她们家千金在世界树受了分析员不少照顾，出点血不算什么。	0
110		4	卡罗琳			妮塔……你干嘛这么盯着我看？	0
111		6				妮塔的眸中闪过惊喜，显然是被卡罗琳口中诱人的大奖所吸引。	0
112		5	妮塔病号服			值钱的大奖！这活动我能参加不？	0
113		0				叮——！	0
114		0				看着妮塔这副馋样，脑海中霎时闪过一道灵感。	0
115		0				要是阴极科技赞助的大奖足够震撼，价值与黄金招财猫相当，是不是就能……	0
116		4	卡罗琳			世界树和阴极科技的员工都能参加，大胆放手干吧。	0
117		0	分析员			那管理层也能参加吧？	0
118		6	妮塔病号服			如果分析员要参加的话，就和我一队吧！好不好？	0
119		0				妮塔扭起翘臀，轻巧地撞了我一下。	0
120		4	卡罗琳			笨妮塔~分析员就是为了陪你才参加的，怎么可能不和你一个队。	0
121		4	卡罗琳			管理层当然能参加，不过公平起见，你就不能再参与藏奖券的环节了哦。	0
122		0	分析员			这么说来，奖券的藏身处都是陶定的？	0
123		4	卡罗琳			嗯哼，老板还分给我几张玩呢，你们绝对猜不到我藏哪儿了~	0
124		0				小情报官得意地晃晃脑袋，马尾愉快地摆动着。	0
125		0				虽然她的真实年龄和外表呈现出的有些差距，但我还是想说一句……	0
126		0	分析员			太年轻了啊……	0
127		4	卡罗琳			嗯？什么太年轻？	0
128		5	妮塔病号服			卡——罗——琳——！请答应我一生亿次的请求！	0
129		4	卡罗琳			呜哇哇！怎么又是这句啊！	0
130		0				居然在妮塔面前泄露了这么重要的情报，卡罗琳这下只怕会被妮塔好好纠缠一番，最后摇晃起投降白旗。	0
131		0	黑幕白字			十分钟后	0
132		6	卡罗琳			好啦好啦，我投降！	0
133		6	卡罗琳			我只能给你们一点小小的提示，不能再多了！	0
134		6	妮塔病号服			卡罗琳最好了。	0
135		6	卡罗琳			咳咳，就去你们<orange>第一次并肩战斗的地方</>找找吧~	0
137		0	分析员			很有用的信息，谢了，小情报官。	0
138		6	卡罗琳			哼，你们最好不要辜负我的情报，要从<orange>小吉</>那儿把大奖领回来哦。	0
139		0				卡罗琳离开之后，我迅速点下审批按钮，团建活动正式拉开序幕。	0
140		0				外面正是晴朗的好时候，我和妮塔简单收拾了行李，她甚至连最爱的零食都忘了带，就这样迫不及待地踏上了“寻宝之旅”。	0
141		0	妮塔病号服			分析员，快跟上~冲啊！	0
142		0	分析员			跑那么快干嘛，你想好第一站去哪儿了吗？	0
143		0				我看着她雀跃的背影喊道。	0
144		0	妮塔病号服			没想好呢！我只知道，这是我和分析员的第一次双人旅行！	0
145		0				阳光穿过她略显凌乱的短发，在发梢间跳动着。	0
146		0				奔向旅程的欢喜充盈着妮塔的心房，「乐透卡」的诱惑在这一刻悄然隐去，如同薄雾消散在晨光里。	0
147		0				此刻少女的眸中，只映着身旁最珍视的那个人。	0
148		0				白鸽被脚步惊起，扑棱着翅膀，和我们一同去往有风的远方。	0
