xxx_1444153992	A	A	A	A	A	A	A
30		6	恩雅澜风			因为这是在建造……只属于我和分析员的，爱的小屋。	0
31		0				她再次翻开设计图的一页。看到那座小屋时，时间和空间的概念似乎一下子在我面前变得模糊。	0
32		0	分析员战斗			这就是你想给我的惊喜啊。	0
33		0				恩雅背着双手，凝望我的双眼，轻轻笑着，没有说话。	0
34		0				铆足干劲的公司成员干活极具效率。	0
35		0				再加上公司各种高科技的基建设备支持，短短一个下午的时间，与恩雅规划蓝图一模一样的木屋和花园就在空地完成了建造。	0
36		9	恩雅澜风			分析员，我们快到了，在我说好之前，不能睁眼哦。	0
37		0	分析员战斗			弄这么神秘，恩雅是做了和16区时不一样的改造吗？	0
38		9	恩雅澜风			没有哦。	0
39		0				恩雅从背后蒙住我的双眼，柔软的身体几乎贴在我的后背上，她回答的时候，吹出来温热、湿润的气流摩挲着我的耳朵。	0
40		9	恩雅澜风			这是仪式感啊。	0
41		9	恩雅澜风			好了，分析员，睁眼吧。	0
42		0				我睁开双眼。	0
43		0				就像是一幅尘封在内心的画一下子在眼前变得清晰，而我忽然就走入那幅画的正中。	0
44		0				我摩挲着身边的家具，走过木屋一个个角落。那些在16区与恩雅共度的经历，就像是水流一样流淌过我的脑海，化作无尽的暖意将我包裹。	0
45		0				恩雅没有打扰我的回忆，而是在我重新来到她面前时歪歪头，眼中载满了柔情的水光。	0
46		6	恩雅澜风			欢迎回家，分析员。不……是亲~爱~的~	0
47		0				这句话重重槌在了我的心口。	0
48		0				而也是在这一刻，我更加清晰地感觉到恩雅压制在心底的情感。	0
49		0	分析员战斗			恩雅。只要你想的话……	0
50		0				恩雅笑着点头，她伸手轻抚我的脸颊。	0
51		6	恩雅澜风			我当然想，不过呀……	0
52		6	恩雅澜风			我会等的哦。	0
53		6	恩雅澜风			等到分析员的那份许诺，等到那一天，再说出这样的话。到那时候，姐姐我呀，才会觉得是真正的完满。	0
54		6	恩雅澜风			在那之前，就稍微容许一下我的任性吧。这里，是无法忍耐的恩雅……创造出的，只属于我们两人的，爱的空间。	0
55		0				她说完，掀开一旁的桌罩，展露出底下热气腾腾的晚餐。	0
56		0				柔和的烛光在桌子的两旁摇曳。	0
57		0				温暖的光芒映照在少女染着红晕的白皙脸颊上，她压下臀部，坐在桌边，架起了修长纤细的双腿。	0
58		6	恩雅澜风			亲爱的，该用餐了。不知道哪一样更让你心动呢。	0
59		0				恩雅架起双腿的时候，一只鞋子仿佛无意地被甩到了一旁。	0
60		0				她顺势抬起纤细晶莹的脚尖，轻轻擦过我的大腿。	0
b-1	b-1	0					0
61	b-1-1	0				回应她的邀请	0
62		0				我向着恩雅靠近。	0
63		0	分析员战斗			这应该不算一个选择题。	0
64		6	恩雅澜风			哎呀，没有选择退避，而是主动向我靠近过来了吗？	0
65		6	恩雅澜风			差点忘记声明了，这里……是姐姐我的主场哦。	0
66		0				恩雅含笑注视着我，她慢条斯理地用纤手拿起一旁的高脚杯，眼睛凝视着我。	0
67		0				旋即，恩雅忽然抬起高脚杯一口饮尽，然后伸手推在了我的胸口，将我压在了一旁的沙发上。	0
68		6	恩雅澜风			这次，我可不会和你客气。会毫不顾忌地，把你吃干抹净。	0
69		6	恩雅澜风			<span color="#ffc0cb">亲爱的</>……playername弟弟~你做好<span color="#ffc0cb">觉悟</>了吗？	0
70		0				她轻轻笑着，眼中好似跃动着粉色的光芒。	0
71		0				很快，我被吞陷在疯狂的温柔之中，就像是一点点被曼妙的蛇躯盘绕着吞没。	0
72		0				直到这一刻，我终于触碰到在恩雅内心隐藏着的……凶猛的，热切的，想要独自占有我的贪恋。	0
73		0				也是接触到这份贪恋，我才明白，什么是恩雅想要展示给我的，特别一面。	0
