xxx_2569646287	A	A	A	A	A	A	A
129		0	公证人员		Play_Vo_dlc28ep2_gongzheng_12	由于刚才的审理发生了一些意外，所以现在将重新开始审理流程。	0
130		0	公证人员		Play_Vo_dlc28ep2_gongzheng_13	几位专员需要了解案件细节，所以本案会从头进行一遍案件陈述。我希望看完案件陈述后，几位专员能够公正地看待本次审理。	0
131		0	公证人员		Play_Vo_dlc28ep2_gongzheng_14	现在将由本庭出示现场调查报告。	0
132		0				现场调查报告如下：	0
133		0				<orange>6月16日上午，7点13分。</>，被害人提娅被发现死在量子科技研究室中。	0
134		0				调查结果显示，被害人提娅死于<orange>被凶器多次刺伤后的内脏大出血</>，且被害人的死亡时间在<orange>6月15日晚上，6点到7点之间。</>	0
135		0				此外，被害人的尸体被发现时，正趴在<orange>距离安全门5m的实验桌</>，手指按在了隐蔽的安全按钮上。	0
136		0				安全装置启动后，现场喷出了麻醉气体，且实验室大门完成锁死。	0
137		0				除了被害人外，在现场发现了另一位因为吸入麻醉气体昏迷的成员莉琪。	0
138		0				附注：凶器上仅检测到死者的鲜血，有且仅有莉琪的指纹。	0
139		6	莉琪		Play_Vo_dlc28ep2_liqi_02	我没有杀害导师！	0
140		6	莉琪		Play_Vo_dlc28ep2_liqi_03	我是被人打晕的！	0
141		0	公证人员		Play_Vo_dlc28ep2_gongzheng_15	被告人请肃静。	0
142		0	公证人员		Play_Vo_dlc28ep2_gongzheng_16	现在不是你的发言时间。	0
143		0	公证人员		Play_Vo_dlc28ep2_gongzheng_17	各位专员，看过调查报告，你们还觉得我们的判断有问题吗？	0
144		0				我将目光缓缓从莉琪身上收回，提出自己的疑问。	0
145		0	分析员无帽			在被害人的死亡时间段，除了莉琪之外，可以确定没有其他人进出过研究室吗？	0
146		0	公证人员		Play_Vo_dlc28ep2_gongzheng_18	……	0
147		0	公证人员		Play_Vo_dlc28ep2_gongzheng_19	这件事无法完全确定。	0
148		0	公证人员		Play_Vo_dlc28ep2_gongzheng_20	由于该时段恰好在监控检修，无法排除其他人进出的可能性。	0
149		6	芙提雅驰掣		Play_Vo_dlc28ep2_girl004_11	这也太巧了吧，刚好在这个时候……	0
150		0	公证人员		Play_Vo_dlc28ep2_gongzheng_21	虽然难以启齿，但是事实就是如此，而且这是例行检查，在正常的时间段进行，不存在被人控制的可能。	0
151		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_29	但是会存在被人利用的可能。	0
152		0	公证人员		Play_Vo_dlc28ep2_gongzheng_22	你说得没错，可是现有的证据，无法证明其他人一定有问题，只能证明莉琪有问题。	0
153		9	芙提雅驰掣		Play_Vo_dlc28ep2_girl004_12	……	0
154		0				事情似乎陷入僵局，不过我没有在这件事上过多拉扯的想法。	0
155		0	分析员无帽			第二个问题，现场确定是密室吗？	0
156		0	分析员无帽			不能单纯从被害人手指的位置，就确定安全按钮被按下吧。	0
157		0	公证人员		Play_Vo_dlc28ep2_gongzheng_23	关于这点，我们也做过验证，现场确定是密室无疑。	0
158		0	公证人员		Play_Vo_dlc28ep2_gongzheng_24	多莉丝小姐，现在请你上来，作为现场的第一发现人，重述一遍你的证词吧……	0
159		9	多莉丝		Play_Vo_dlc28ep2_duolisi_01	好，好的……	0
160		0				在我和薇蒂雅审视的目光中，叫作多莉丝的女人站上了证人席。	0
161		0				她有些畏怯地看了我们一眼，随后带着微微的颤音开口。	0
162		6	多莉丝		Play_Vo_dlc28ep2_duolisi_02	……事情是这样的。	0
163		6	多莉丝		Play_Vo_dlc28ep2_duolisi_03	今天早上七点，我像往常一样来到研究室。	0
164		6	多莉丝		Play_Vo_dlc28ep2_duolisi_04	可是我意外发现，用自己的ID卡开不了门。	0
165		6	多莉丝		Play_Vo_dlc28ep2_duolisi_05	大门被安全装置完全锁死了。	0
166		6	多莉丝		Play_Vo_dlc28ep2_duolisi_06	我一开始还不知道出事了，以为是导师不想被人打扰锁死了大门，所以我就试着给导师发消息，拨通讯，发现完全没有回复后，我才觉得可能出了问题。	0
167		6	多莉丝		Play_Vo_dlc28ep2_duolisi_07	所以我紧急叫来了安保，强行破开了大门。	0
168		6	多莉丝		Play_Vo_dlc28ep2_duolisi_08	可在打开门后，我就看到，就看到……	0
169		6	多莉丝		Play_Vo_dlc28ep2_duolisi_09	导师趴在了桌上，莉琪也倒在地上昏迷不醒。	0
170		6	多莉丝		Play_Vo_dlc28ep2_duolisi_10	后来……就像是调查报告写的那样……导师她……导师她……	0
171		6	多莉丝		Play_Vo_dlc28ep2_duolisi_11	呜呜呜呜呜……	0
172		6	多莉丝		Play_Vo_dlc28ep2_duolisi_12	不过！不过我不相信莉琪是凶手！	0
173		6	多莉丝		Play_Vo_dlc28ep2_duolisi_13	导师的死肯定还有其他的原因！	0
174		6	多莉丝		Play_Vo_dlc28ep2_duolisi_14	几位专员！你们一定能证明吧，你们肯定能证明吧！	0
175		0				多莉丝满脸期望地向我们看来。	0
176		6	伊切尔		Play_Vo_dlc28ep2_girl016_06	分析员，她是真的很伤心。	0
177		6	伊切尔		Play_Vo_dlc28ep2_girl016_07	伊切尔，看得出来！	0
178		0	分析员无帽			嗯。	0
179		0				我轻轻点头。这位叫作多莉丝的研究员也称呼被害人为导师，她和莉琪大概是一脉相承。	0
180		0	公证人员		Play_Vo_dlc28ep2_gongzheng_25	好了，证人你只需要重复证词。后续的事情，我们……还有专员会进行判断。	0
181		0	公证人员		Play_Vo_dlc28ep2_gongzheng_26	与案件相关的内容，你还有什么补充的吗？	0
182		6	多莉丝		Play_Vo_dlc28ep2_duolisi_15	……没有。	0
183		0	公证人员		Play_Vo_dlc28ep2_gongzheng_27	那么，几位专员呢？	0
184		0	公证人员		Play_Vo_dlc28ep2_gongzheng_28	现在听完案件的情况，我想你们心里应该有了基本的判断吧？	0
185		0	分析员无帽			大体的情况，我已经了解。	0
186		0	分析员无帽			有人专门布置了密室，用来陷害莉琪。	0
187		0	公证人员		Play_Vo_dlc28ep2_gongzheng_29	没错。	0
188		0				公证人员露出一副用心良苦终于被发现长出一口气的表情，可在轻松地点头过后，她的表情迅速变为震惊。	0
189		0	公证人员		Play_Vo_dlc28ep2_gongzheng_30	……咦咦咦？！！！	0
190		0	公证人员		Play_Vo_dlc28ep2_gongzheng_31	这位专员你的发言是不是有些……	0
191		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_30	并非大胆，也不是妄自揣测。	0
192		0				在我开口前，薇蒂雅冷冷地打断了公证人员的话。	0
193		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_31	刚才分析员说过的吧……	0
194		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_32	我们会拿出让诸位哑口无言的证据。	0
195		0	公证人员		Play_Vo_dlc28ep2_gongzheng_32	我先说好，我是不畏强权的……如果你们是打算从物理上让我闭嘴，我，我绝对不会接受！	0
196		0				既然不畏强权，就不要抱着脑袋啊。	0
197		0				我摇了摇头，大概是方才入场强硬的态度让对方产生了些误解吧。可我确实是带来了关键的，足够洗清莉琪嫌疑的证据。	0
198		0				要证明莉琪没有嫌疑很简单，我只需要证明一件事。	0
b-1	b-1	0					0
199	b-1-1	0				【证明现场还有其他人存在】	0
200	b-1-1-0	0				不。	0
201	b-1-1-1	0				现在的证据暂时不足以让我证明这点。	0
202	b-1-1-2	0				刚才的对话虽然提到了晚上六点到七点的监控受到干扰，但没人能证明这是人为控制，也无法证明在被害人死亡前后现场还有其他人存在。	0
b-4	b-4	0					0
203_1	b-4-2	0				【证明莉琪不可能杀害被害人】	0
203	b-1-2	0				【证明莉琪不可能杀害被害人】	0
204		0				没错！	0
205		0				不需要证明密室问题，不需要去管是否存在其他嫌疑人，我只要证明莉琪不可能杀害被害人，就能排除莉琪的嫌疑！	0
206		0				这才是问题的关键。	0
207		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_33	分析员。	0
208		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_34	决定这一切的证据，我们早就掌握了。	0
209		0	分析员无帽			嗯。	0
210		0				我与薇蒂雅对视一眼。	0
211		0	分析员无帽			我们要提交的证据是这个。	0
b-2	b-2	0					0
212	b-2-1	0				向公证人员提供证据	0
b-3	b-3	0					0
213	b-3-1	0				【我的爱枪】	0
214	b-3-1-0	0				选择提交了证物【我的爱枪】	0
215	b-3-1-1	0	公证人员		Play_Vo_dlc28ep2_gongzheng_33	……你，你这是什么意思？	0
216	b-3-1-2	0				看到我的爱枪，公证人员的语气都有些颤抖起来。	0
217	b-3-1-3	0				旁边维系安定的警卫心虚地转着眼睛。	0
218	b-3-1-4	0				不，做这种事情没有意义……	0
219	b-3-1-5	0				莉琪也不会接受这种结果，现在需要认真证明。	0
220	b-3-1-6	0				再仔细想想。	0
b-5	b-5	0					0
229_1	b-5-1	0				【枯萎的生命草】	0
221	b-3-2	0				【水杯】	0
222	b-3-2-0	0				开玩笑，我当然不会在这种严肃的场合提交水杯当作证据。	0
223	b-3-2-1	0				只是在我选择提交证物之前，一只水杯递了过来。	0
224	b-3-2-2	6	伊切尔		Play_Vo_dlc28ep2_girl016_08	分析员刚才跑得很快，一直没休息，喝点水。	0
225	b-3-2-3	6	伊切尔		Play_Vo_dlc28ep2_girl016_09	伊切尔吹过的，已经不烫了！	0
226	b-3-2-4	0	分析员无帽			嗯，谢谢伊切尔。	0
227	b-3-2-5	0				虽然还没喝到热水，但伊切尔的暖心已经让我全身心暖烘烘的。	0
228	b-3-2-6	0				在这杯水凉下之前，我就能结束这场证明！	0
b-6	b-6	0					0
229_2	b-6-2	0				【枯萎的生命草】	0
229	b-3-3	0				【枯萎的生命草】	0
230		0				选择提交了证物【枯萎的生命草】	0
231		0	公证人员		Play_Vo_dlc28ep2_gongzheng_34	这，这是……	0
232		0	分析员无帽			这个东西，你们应该认识吧？	0
233		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_35	这是属于卫城学院的造物。	0
234		6	伊切尔		Play_Vo_dlc28ep2_girl016_10	没错！卫城学院的。	0
235		6	芙提雅驰掣		Play_Vo_dlc28ep2_girl004_13	我搜集过资料，这是从卫城学院生命科技院创造的造物。	0
236		6	芙提雅驰掣		Play_Vo_dlc28ep2_girl004_14	研究编号YXS-9543，诞生于一年前。	0
237		6	芙提雅驰掣		Play_Vo_dlc28ep2_girl004_15	在发芽的时候只需要用鲜血喂养，就能与喂养者的生命力进行绑定。如果绑定人死亡，这株草就会立即枯萎。	0
238		0	公证人员		Play_Vo_dlc28ep2_gongzheng_35	这株生命草，难道……	0
239		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_36	没错，它绑定的正是被害人。	0
240		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_37	由你们发明的造物，你们应该有验证的方法。	0
241		0	公证人员		Play_Vo_dlc28ep2_gongzheng_36	……！	0
242		9	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_38	而我们的证据，除了这株生命草，还有这份录像。	0
243		0				薇蒂雅说完，直接在面前打开一个投影。	0
244		0				上面记录的是昨天下午，我们与莉琪的相遇。	0
245		0				这是我们赶来真理大厅前，通过学院高层权限拿到的道路监控。	0
246		9	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_39	各位应该都能看到这份录像，在和我们相遇的时候，莉琪就捧着这株生命草，但在这个时候……	0
247		0	公证人员		Play_Vo_dlc28ep2_gongzheng_37	这株生命草，还是活着的……	0
248		9	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_40	不过，就在几分钟过后。	0
249		9	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_41	在监控时间显示的<orange>6月15日下午，6点12分</>，这株草枯萎了。	0
250		0	公证人员		Play_Vo_dlc28ep2_gongzheng_38	也就是说……	0
251		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_42	莉琪在与我们相遇的时候，被害人已经死亡。	0
252		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_43	<orange>6月15日下午，6点12分</>，这就是被害人真正的，也是确定的死亡时间。	0
253		6	薇蒂雅天鹅座		Play_Vo_dlc28ep2_girl018_44	而这也代表，莉琪绝不可能是杀死被害人的凶手！	0
254		0	分析员无帽			现在，你的判决只有一个结果，那就是，莉琪……	0
255		0	四人		Play_Vo_dlc28ep2_all_01	无罪！	0
256		9	莉琪		Play_Vo_dlc28ep2_liqi_04	呜呜呜呜呜呜哇哇哇！！！	0
